school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,total_study_time,parent_education,alcohol_consumption,Predicted_Grade,Risk_Category,Grade_Improvement,Is_Improving,Performance_Level,Study_Efficiency,Risk_Score
0,0,15,1,0,1,4,4,3,0,0,1,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,math,3,4.0,1.0,,,-11,False,Low,0.0,5.3
0,1,17,0,0,1,3,4,0,2,0,1,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,math,6,3.5,3.0,0.1587325417995453,High Risk,-10,False,Low,0.0,4.800000000000001
0,0,16,1,0,0,3,3,2,2,0,2,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,math,2,3.0,1.0,,,-4,False,Low,0.0,6.199999999999999
0,1,16,1,1,1,1,1,3,2,0,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,12,math,2,1.0,2.0,,,-2,False,Medium-High,6.0,6.1
0,0,15,1,0,1,4,4,4,4,0,1,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,15,math,2,4.0,1.0,15.939741497039796,Low Risk,-1,False,High,7.5,5.6
0,1,15,1,0,1,4,3,4,3,0,0,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,math,8,3.5,1.0,,,-7,False,Low,0.0,3.8
0,1,16,1,1,1,2,2,3,3,3,0,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,9,math,2,2.0,2.0,9.473215618133544,High Risk,0,False,Low,4.5,8.0
0,0,15,1,0,1,4,4,4,3,0,1,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,11,math,3,4.0,1.0,,,2,True,Medium-Low,3.6666666666666665,5.7
0,0,16,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,13,math,1,1.0,3.0,,,-1,False,Medium-High,13.0,6.700000000000001
0,1,17,1,0,1,2,1,2,2,1,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,math,1,1.5,1.5,,,-5,False,Low,0.0,6.8999999999999995
0,0,15,1,0,1,1,1,2,3,0,0,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,11,math,2,1.0,1.5,,,3,True,Medium-Low,5.5,5.699999999999999
0,0,15,1,0,1,3,2,1,3,1,0,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,math,2,2.5,1.0,,,-6,False,Low,0.0,6.499999999999999
0,0,15,1,0,1,1,2,0,2,0,1,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,11,math,2,1.5,1.0,,,1,True,Medium-Low,5.5,6.0
0,1,16,1,0,1,4,4,4,4,0,1,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,math,1,4.0,1.5,,,-7,False,Low,0.0,6.0
0,1,15,1,1,0,2,1,3,2,0,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,10,math,4,1.5,3.5,,,2,True,Low,2.5,6.3999999999999995
0,1,18,1,1,1,1,1,2,2,0,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,math,1,1.0,3.5,,,-6,False,Low,0.0,7.3
0,1,16,1,1,1,2,1,0,2,0,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,14,math,1,1.5,4.0,,,2,True,Medium-High,14.0,8.0
0,0,15,0,0,1,3,3,3,3,3,2,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,10,math,6,3.0,2.5,,,0,False,Low,1.6666666666666667,6.9
0,1,19,1,0,1,3,2,3,0,1,1,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,math,1,2.5,1.0,,,-5,False,Low,0.0,6.8
0,0,17,1,0,1,4,4,2,4,0,1,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11,11,12,math,1,4.0,1.0,,,1,True,Medium-High,12.0,5.9
0,1,15,0,0,1,2,3,0,3,0,1,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,11,8,8,math,2,2.5,1.0,,,-3,False,Low,4.0,6.0
0,1,17,0,1,1,1,2,2,2,3,1,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,16,12,13,math,1,1.5,3.0,,,-3,False,Medium-High,13.0,7.9
0,0,18,0,0,1,1,1,0,2,0,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9,8,10,math,3,1.0,3.0,,,1,True,Low,3.3333333333333335,7.800000000000001
0,1,16,0,0,1,2,2,0,2,0,1,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,17,15,15,math,3,2.0,1.5,15.401309967041016,Low Risk,-2,False,High,5.0,5.8
0,1,16,1,0,1,3,3,2,3,0,0,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,10,12,12,math,2,3.0,4.0,,,2,True,Medium-High,6.0,7.299999999999999
0,1,17,0,1,1,2,1,0,2,0,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,7,6,0,math,2,1.5,2.0,,,-7,False,Low,0.0,6.3999999999999995
0,1,15,0,0,1,3,2,2,2,0,1,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,5,9,7,math,4,2.5,2.5,,,2,True,Low,1.75,7.1
0,1,16,1,1,1,1,2,2,2,0,1,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,7,0,0,math,2,1.5,3.0,,,-7,False,Low,0.0,6.299999999999999
0,1,17,1,0,1,1,3,0,3,0,0,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10,10,10,math,1,2.0,2.5,,,0,False,Low,10.0,6.6000000000000005
0,1,17,0,1,1,1,1,2,3,0,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,5,8,7,math,8,1.0,3.0,,,2,True,Low,0.875,5.1
0,1,16,1,0,1,3,2,3,3,0,1,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,12,11,12,math,2,2.5,1.0,,,0,False,Medium-High,6.0,9.099999999999998
0,1,16,1,0,1,2,2,2,2,0,0,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10,10,10,math,2,2.0,3.0,,,0,False,Low,5.0,6.799999999999999
0,0,16,1,0,1,4,2,1,3,1,0,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,14,15,16,math,2,3.0,1.0,,,2,True,High,8.0,5.6
0,0,16,1,0,1,2,2,2,2,1,1,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,6,7,0,math,2,2.0,1.0,6.726275482177734,High Risk,-6,False,Low,0.0,5.6
0,0,16,1,0,1,4,4,1,1,3,1,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14,14,14,math,2,4.0,1.0,,,0,False,Medium-High,7.0,5.6
0,1,16,1,0,1,3,4,2,2,0,0,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,6,5,0,math,3,3.5,3.0,,,-6,False,Low,0.0,6.299999999999999
0,1,16,1,0,1,1,0,2,2,3,1,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,13,15,16,math,4,0.5,1.0,,,3,True,High,4.0,5.4
0,1,17,1,1,1,4,4,4,2,3,1,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,13,11,10,math,2,4.0,2.0,,,-3,False,Low,5.0,5.8
0,0,16,1,0,1,1,3,0,3,1,1,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,8,7,0,math,2,2.0,1.0,,,-8,False,Low,0.0,6.499999999999999
0,0,16,1,1,1,3,3,2,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10,11,9,math,4,3.0,1.0,10.79076852798462,Medium Risk,-1,False,Low,2.25,5.8
0,1,17,1,1,1,4,3,4,2,0,1,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,10,9,9,math,4,3.5,4.0,,,-1,False,Low,2.25,6.3999999999999995
0,0,16,1,0,1,2,2,3,2,3,1,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,13,13,11,math,4,2.0,2.5,,,-2,False,Medium-Low,2.75,5.7
0,1,17,1,0,1,3,3,2,2,3,0,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,6,5,6,math,2,3.0,2.5,,,0,False,Low,3.0,6.699999999999999
0,1,16,0,0,1,4,2,4,3,2,1,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,10,8,9,math,1,3.0,3.5,8.648789768218993,High Risk,-1,False,Low,9.0,8.4
0,1,17,1,0,1,4,3,2,2,0,1,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10,10,11,math,2,3.5,1.0,,,1,True,Medium-Low,5.5,6.3999999999999995
0,1,16,1,0,1,4,3,4,2,1,1,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,9,8,8,math,2,3.5,2.5,,,-1,False,Low,4.0,7.8999999999999995
0,1,16,1,0,1,3,3,3,2,1,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,12,math,2,3.0,1.5,,,0,False,Medium-High,6.0,6.1
0,0,17,1,0,1,2,4,3,3,3,0,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16,17,17,math,2,3.0,2.5,,,1,True,High,8.5,5.8999999999999995
0,0,17,1,1,1,3,3,2,2,3,1,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,9,9,8,math,2,3.0,2.5,,,-1,False,Low,4.0,17.1
0,0,16,1,0,1,3,2,2,2,3,1,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12,13,12,math,2,2.5,1.5,13.326010074615478,Medium Risk,0,False,Medium-High,6.0,8.5
0,1,17,1,0,1,3,3,3,3,2,1,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,12,12,11,math,2,3.0,2.5,,,-1,False,Medium-Low,5.5,8.3
0,1,16,1,0,1,1,2,3,3,2,1,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11,12,11,math,1,1.5,1.5,,,0,False,Medium-Low,11.0,6.4
0,1,16,1,1,1,2,1,2,2,0,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15,15,15,math,2,1.5,1.5,,,0,False,High,7.5,5.699999999999999
0,0,17,1,0,0,3,3,1,2,3,1,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8,7,9,math,2,3.0,2.0,,,1,True,Low,4.5,7.0
0,1,17,0,0,1,1,2,0,2,1,1,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,8,9,10,math,2,1.5,3.0,,,2,True,Low,5.0,6.799999999999999
0,0,16,1,0,1,2,3,3,3,0,1,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,11,12,13,math,2,2.5,1.0,,,2,True,Medium-High,6.5,7.6
0,0,17,1,0,1,1,1,0,3,0,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8,8,9,math,2,1.0,1.0,,,1,True,Low,4.5,5.6
0,1,17,1,0,1,1,2,0,3,2,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7,8,8,math,4,1.5,4.5,7.593644533157349,High Risk,1,True,Low,2.0,8.1
0,1,16,0,0,1,3,3,3,3,3,1,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,8,9,10,math,1,3.0,3.5,,,2,True,Low,10.0,8.0
0,1,16,1,0,1,2,3,2,2,1,0,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,14,14,math,2,2.5,1.0,,,1,True,Medium-High,7.0,5.6
0,0,17,1,1,1,2,4,3,3,0,0,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14,15,15,math,2,3.0,1.0,,,1,True,High,7.5,5.6
0,1,17,1,0,1,4,4,3,4,1,1,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,17,15,16,math,1,4.0,1.5,,,-1,False,High,16.0,6.8
0,1,16,0,1,1,3,3,4,2,1,0,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9,9,10,math,3,3.0,4.0,,,1,True,Low,3.3333333333333335,7.499999999999999
0,0,17,1,0,1,4,4,3,4,1,1,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18,18,18,math,2,4.0,2.5,18.116829872131348,Low Risk,0,False,High,9.0,11.0
0,0,16,1,1,1,4,4,4,4,3,1,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9,9,10,math,2,4.0,1.5,8.00511131286621,High Risk,1,True,Low,5.0,5.699999999999999
0,0,16,1,0,1,4,3,1,2,1,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16,16,16,math,2,3.5,3.0,,,0,False,High,8.0,6.4
0,0,16,1,0,1,2,3,2,2,3,1,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,8,10,10,math,2,2.5,2.0,,,2,True,Low,5.0,7.0
0,0,17,1,0,1,1,1,2,2,0,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9,9,10,math,2,1.0,2.0,,,1,True,Low,5.0,6.6
0,0,17,0,0,1,2,2,2,2,3,1,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,7,6,6,math,1,2.0,1.5,,,-1,False,Low,6.0,9.600000000000001
0,0,16,0,0,1,2,2,3,3,3,1,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10,10,11,math,8,2.0,1.0,,,1,True,Medium-Low,1.375,5.0
0,0,17,1,0,1,3,4,0,3,1,1,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,10,9,9,math,3,3.5,3.5,,,-1,False,Low,3.0,11.7
0,0,16,1,0,0,3,1,3,2,0,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7,7,7,math,2,2.0,2.0,,,0,False,Low,3.5,7.699999999999999
0,0,16,1,0,1,4,3,4,2,2,1,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,11,12,13,math,2,3.5,1.0,,,2,True,Medium-High,6.5,7.6
0,0,16,1,0,1,1,1,0,2,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9,9,10,math,2,1.0,2.5,9.634782123565675,High Risk,1,True,Low,5.0,7.1
0,0,17,0,0,1,4,3,4,2,3,1,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7,7,7,math,6,3.5,1.0,7.604416723251343,High Risk,0,False,Low,1.1666666666666667,5.6000000000000005
0,0,19,1,0,1,3,3,2,2,3,2,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8,8,8,math,4,3.0,1.5,7.066102647781372,High Risk,0,False,Low,2.0,7.1
0,1,17,1,1,1,4,4,3,2,1,1,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12,12,13,math,2,4.0,4.5,,,1,True,Medium-High,6.5,8.9
0,0,16,1,0,0,2,2,2,2,3,1,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,12,13,14,math,2,2.0,1.0,,,2,True,Medium-High,7.0,5.6
0,1,18,1,0,1,2,2,3,2,1,1,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,6,7,8,math,2,2.0,3.0,6.478579664230347,High Risk,2,True,Low,4.0,9.299999999999999
0,0,17,0,1,1,4,4,3,2,2,1,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,8,10,10,math,1,4.0,1.5,,,2,True,Low,10.0,8.400000000000002
0,0,17,1,1,1,3,2,2,2,3,1,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14,15,15,math,4,2.5,2.0,,,1,True,High,3.75,5.6000000000000005
0,0,17,1,0,1,4,3,2,2,3,1,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,6,6,4,math,2,3.5,3.0,,,-2,False,Low,2.0,10.999999999999998
0,1,18,1,1,1,3,3,3,1,1,0,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6,6,8,math,2,3.0,3.0,,,2,True,Low,4.0,8.899999999999999
0,0,17,1,0,1,2,3,0,2,1,0,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7,7,8,math,2,2.5,2.5,7.585002326965332,High Risk,1,True,Low,4.0,6.5
0,0,17,1,0,1,2,2,0,0,0,1,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9,10,10,math,3,2.0,1.0,,,1,True,Low,3.3333333333333335,6.1
0,0,17,0,0,1,2,1,0,3,3,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6,6,6,math,4,1.5,1.5,,,0,False,Low,1.5,5.5
0,0,17,1,0,1,1,1,0,2,3,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,6,5,0,math,3,1.0,1.0,,,-6,False,Low,0.0,5.6
0,0,16,1,0,1,2,3,3,4,2,1,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16,16,17,math,2,2.5,1.0,,,1,True,High,8.5,6.0
0,1,18,1,0,1,2,2,2,2,1,1,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12,13,13,math,4,2.0,5.0,,,1,True,Medium-High,3.25,5.8
0,0,16,1,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13,13,14,math,3,4.0,1.0,,,1,True,Medium-High,4.666666666666667,5.3
0,0,18,0,0,1,3,1,2,2,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,9,8,7,math,2,2.0,1.0,,,-2,False,Low,3.5,9.099999999999998
0,0,17,1,0,1,3,2,2,2,0,1,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,16,15,15,math,2,2.5,2.0,,,-1,False,High,7.5,7.8
0,1,17,1,1,1,2,3,3,3,3,0,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,12,11,12,math,2,2.5,2.0,,,0,False,Medium-High,6.0,6.2
0,1,18,1,1,1,2,1,0,2,0,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,10,8,9,math,8,1.5,4.5,,,-1,False,Low,1.125,7.300000000000001
0,0,17,1,0,0,2,1,2,2,0,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,12,10,12,math,6,1.5,1.5,,,0,False,Medium-High,2.0,6.5
0,0,17,1,1,1,4,3,1,2,3,0,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13,13,14,math,2,3.5,1.5,,,1,True,Medium-High,7.0,8.5
0,1,17,0,0,1,2,2,2,2,0,0,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11,11,11,math,4,2.0,1.0,10.649538688659668,Medium Risk,0,False,Medium-Low,2.75,5.8
0,1,17,1,0,1,4,4,4,4,3,1,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,11,9,9,math,2,4.0,2.0,,,-2,False,Low,4.5,8.6
0,1,16,1,0,1,4,4,1,2,3,0,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,14,13,13,math,2,4.0,3.0,,,-1,False,Medium-High,6.5,6.4
0,1,16,1,1,1,1,1,2,2,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,9,7,6,math,4,1.0,1.0,,,-3,False,Low,1.5,8.6
0,1,16,1,0,1,3,2,0,2,3,1,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,11,9,10,math,6,2.5,2.0,,,-1,False,Low,1.6666666666666667,6.6000000000000005
0,1,17,1,1,1,2,2,2,2,1,0,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,14,13,13,math,2,2.0,5.0,,,-1,False,Medium-High,6.5,7.199999999999999
0,0,16,1,0,1,2,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,13,12,12,math,1,1.5,1.0,12.34541748046875,Medium Risk,-1,False,Medium-High,12.0,9.899999999999999
0,0,17,0,0,1,2,1,0,3,0,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,13,11,11,math,6,1.5,1.0,,,-2,False,Medium-Low,1.8333333333333333,4.800000000000001
0,1,18,1,0,1,2,2,2,3,3,0,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,7,7,0,math,2,2.0,4.0,,,-7,False,Low,0.0,6.499999999999999
0,1,17,1,1,1,4,3,1,2,0,1,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12,12,12,math,4,3.5,2.5,,,0,False,Medium-High,3.0,8.1
0,1,17,0,1,0,4,4,4,2,0,1,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,10,11,12,math,4,4.0,2.5,,,2,True,Medium-High,3.0,5.7
0,1,16,1,1,1,4,3,4,2,0,1,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,6,0,0,math,1,3.5,1.0,,,-6,False,Low,0.0,5.9
0,1,16,1,0,1,4,4,3,3,0,1,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,13,12,12,math,1,4.0,1.5,,,-1,False,Medium-High,12.0,6.0
0,0,18,1,0,1,2,1,2,2,0,2,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,7,0,0,math,6,1.5,1.0,0.914488673210144,High Risk,-7,False,Low,0.0,4.4
0,1,16,1,0,1,2,1,2,2,0,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18,18,18,math,3,1.5,1.0,,,0,False,High,6.0,6.5
0,1,17,1,0,1,2,3,2,2,0,0,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12,12,13,math,2,2.5,1.0,,,1,True,Medium-High,6.5,6.3999999999999995
0,1,22,1,0,1,3,1,3,3,2,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,6,8,8,math,1,2.0,5.0,5.750100755691529,High Risk,2,True,Low,8.0,10.8
0,1,18,0,1,1,3,3,2,3,0,1,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,3,5,5,math,2,3.0,2.0,,,2,True,Low,2.5,7.699999999999999
0,1,16,1,0,1,0,2,2,2,2,1,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,13,15,15,math,1,1.0,3.0,,,2,True,High,15.0,6.300000000000001
0,1,18,1,0,1,3,2,3,2,0,1,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,6,8,8,math,2,2.5,3.0,,,2,True,Low,4.0,6.299999999999999
0,1,16,1,0,1,3,3,0,2,3,2,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,7,10,10,math,6,3.0,2.0,,,3,True,Low,1.6666666666666667,5.800000000000001
0,1,18,1,0,1,2,1,3,3,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,6,9,8,math,1,1.5,3.5,,,2,True,Low,8.0,7.5
0,1,16,0,0,1,2,1,2,2,0,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8,9,8,math,2,1.5,2.0,,,0,False,Low,4.0,5.8
0,1,17,0,0,1,2,1,2,2,0,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,8,12,12,math,1,1.5,3.0,,,4,True,Medium-High,12.0,6.300000000000001
0,1,17,1,1,1,1,1,1,2,0,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,7,9,8,math,2,1.0,1.5,,,1,True,Low,4.0,6.3999999999999995
0,0,17,1,1,1,4,2,4,3,3,1,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,14,12,13,math,4,3.0,1.0,,,-1,False,Medium-High,3.25,6.2
0,1,19,1,1,0,4,3,3,0,3,1,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11,11,11,math,2,3.5,1.0,,,0,False,Medium-Low,5.5,8.0
0,1,18,1,0,1,2,1,2,2,1,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,15,14,14,math,2,1.5,1.5,,,-1,False,Medium-High,7.0,7.3
0,0,17,1,1,1,2,2,3,3,0,0,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,10,9,0,math,4,2.0,1.0,,,-10,False,Low,0.0,5.0
0,0,18,1,0,1,4,3,3,2,1,0,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17,18,18,math,2,3.5,2.0,18.313088684082032,Low Risk,1,True,High,9.0,10.0
0,1,18,1,0,1,4,3,4,2,0,1,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8,8,8,math,2,3.5,1.0,8.025028495788575,High Risk,0,False,Low,4.0,6.0
0,1,18,0,0,1,3,2,2,2,0,1,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,13,12,12,math,3,2.5,1.0,,,-1,False,Medium-High,4.0,5.5
0,0,17,1,0,1,3,3,2,2,1,1,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,10,9,9,math,3,3.0,1.0,,,-1,False,Low,3.0,6.1
0,0,18,1,0,1,2,2,0,3,1,1,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,9,10,0,math,3,2.0,1.0,,,-9,False,Low,0.0,5.3
0,1,18,0,1,0,3,4,2,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17,17,17,math,4,3.5,3.5,17.497597160339353,Low Risk,0,False,High,4.25,8.1
0,1,17,1,0,1,3,1,3,2,2,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9,9,10,math,2,2.0,3.5,,,1,True,Low,5.0,6.5
0,0,18,0,0,1,4,4,4,2,3,1,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,12,10,11,math,4,4.0,2.0,,,-1,False,Medium-Low,2.75,6.800000000000001
0,1,18,1,0,1,4,2,1,2,3,0,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,10,9,10,math,2,3.0,2.0,,,0,False,Low,5.0,7.8
0,0,18,0,0,1,2,1,2,2,3,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,6,0,0,math,4,1.5,1.5,,,-6,False,Low,0.0,5.1
0,0,19,1,0,1,3,3,2,3,1,2,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9,9,9,math,2,3.0,3.0,,,0,False,Low,4.5,9.6
0,0,18,1,0,1,2,3,2,3,3,0,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,15,14,14,math,4,2.5,2.0,,,-1,False,Medium-High,3.5,6.0
